-2.0e0 -5.0e0 2.330727e-5 2.330727e-5
-1.666667e0 -5.0e0 5.46349e-5 5.46349e-5
-1.333334e0 -5.0e0 1.189198e-4 1.189198e-4
-1.000001e0 -5.0e0 2.40367e-4 2.40367e-4
-6.666681e-1 -5.0e0 4.511374e-4 4.511374e-4
-3.3333511e-1 -5.0e0 7.863307e-4 7.863307e-4
-2.12e-6 -5.0e0 1.272664e-3 1.272664e-3
3.3333089e-1 -5.0e0 1.912698e-3 1.912698e-3
6.6666388e-1 -5.0e0 2.669296e-3 2.669296e-3
9.9999687e-1 -5.0e0 3.45914e-3 3.45914e-3
1.33332986e0 -5.0e0 4.163351e-3 4.163351e-3
1.6666629e0 -5.0e0 4.652583e-3 4.652583e-3
1.9999959e0 -5.0e0 4.827948e-3 4.827948e-3
2.3333289e0 -5.0e0 4.652583e-3 4.652583e-3
2.6666618e0 -5.0e0 4.163351e-3 4.163351e-3
2.9999948e0 -5.0e0 3.45914e-3 3.45914e-3
3.3333278e0 -5.0e0 2.669296e-3 2.669296e-3
3.6666608e0 -5.0e0 1.912698e-3 1.912698e-3
3.9999937e0 -5.0e0 1.272664e-3 1.272664e-3
4.3333267e0 -5.0e0 7.863307e-4 7.863307e-4
4.6666597e0 -5.0e0 4.511821e-4 4.511821e-4
4.9999927e0 -5.0e0 2.40367e-4 2.40367e-4
5.3333257e0 -5.0e0 1.189198e-4 1.189198e-4
5.6666586e0 -5.0e0 5.46349e-5 5.46349e-5
5.9999916e0 -5.0e0 2.331187e-5 2.331187e-5

-2.0e0 -4.666667e0 5.46349e-5 5.46349e-5
-1.666667e0 -4.666667e0 1.280675e-4 1.280675e-4
-1.333334e0 -4.666667e0 2.787628e-4 2.787628e-4
-1.000001e0 -4.666667e0 5.634476e-4 5.634476e-4
-6.666681e-1 -4.666667e0 1.057489e-3 1.057489e-3
-3.3333511e-1 -4.666667e0 1.843211e-3 1.843211e-3
-2.12e-6 -4.666667e0 2.983276e-3 2.983276e-3
3.3333089e-1 -4.666667e0 4.483151e-3 4.483151e-3
6.6666388e-1 -4.666667e0 6.257112e-3 6.257112e-3
9.9999687e-1 -4.666667e0 8.108522e-3 8.108522e-3
1.33332986e0 -4.666667e0 9.759346e-3 9.759346e-3
1.6666629e0 -4.666667e0 1.090599e-2 1.090599e-2
1.9999959e0 -4.666667e0 1.131703e-2 1.131703e-2
2.3333289e0 -4.666667e0 1.090599e-2 1.090599e-2
2.6666618e0 -4.666667e0 9.759346e-3 9.759346e-3
2.9999948e0 -4.666667e0 8.108522e-3 8.108522e-3
3.3333278e0 -4.666667e0 6.257112e-3 6.257112e-3
3.6666608e0 -4.666667e0 4.483524e-3 4.483524e-3
3.9999937e0 -4.666667e0 2.983276e-3 2.983276e-3
4.3333267e0 -4.666667e0 1.843211e-3 1.843211e-3
4.6666597e0 -4.666667e0 1.057489e-3 1.057489e-3
4.9999927e0 -4.666667e0 5.634476e-4 5.634476e-4
5.3333257e0 -4.666667e0 2.787628e-4 2.787628e-4
5.6666586e0 -4.666667e0 1.280675e-4 1.280675e-4
5.9999916e0 -4.666667e0 5.46349e-5 5.46349e-5

-2.0e0 -4.333334e0 1.189198e-4 1.189198e-4
-1.666667e0 -4.333334e0 2.787628e-4 2.787628e-4
-1.333334e0 -4.333334e0 6.067255e-4 6.067255e-4
-1.000001e0 -4.333334e0 1.226427e-3 1.226427e-3
-6.666681e-1 -4.333334e0 2.301852e-3 2.301852e-3
-3.3333511e-1 -4.333334e0 4.011732e-3 4.011732e-3
-2.12e-6 -4.333334e0 6.49298e-3 6.49298e-3
3.3333089e-1 -4.333334e0 9.759346e-3 9.759346e-3
6.6666388e-1 -4.333334e0 1.361842e-2 1.361842e-2
9.9999687e-1 -4.333334e0 1.764961e-2 1.764961e-2
1.33332986e0 -4.333334e0 2.124065e-2 2.124065e-2
1.6666629e0 -4.333334e0 2.373642e-2 2.373642e-2
1.9999959e0 -4.333334e0 2.46338e-2 2.46338e-2
2.3333289e0 -4.333334e0 2.373642e-2 2.373642e-2
2.6666618e0 -4.333334e0 2.124065e-2 2.124065e-2
2.9999948e0 -4.333334e0 1.764961e-2 1.764961e-2
3.3333278e0 -4.333334e0 1.361842e-2 1.361842e-2
3.6666608e0 -4.333334e0 9.759346e-3 9.759346e-3
3.9999937e0 -4.333334e0 6.49298e-3 6.49298e-3
4.3333267e0 -4.333334e0 4.011732e-3 4.011732e-3
4.6666597e0 -4.333334e0 2.302078e-3 2.302078e-3
4.9999927e0 -4.333334e0 1.226427e-3 1.226427e-3
5.3333257e0 -4.333334e0 6.067255e-4 6.067255e-4
5.6666586e0 -4.333334e0 2.787628e-4 2.787628e-4
5.9999916e0 -4.333334e0 1.18932e-4 1.18932e-4

-2.0e0 -4.000001e0 2.40367e-4 2.40367e-4
-1.666667e0 -4.000001e0 5.634476e-4 5.634476e-4
-1.333334e0 -4.000001e0 1.226427e-3 1.226427e-3
-1.000001e0 -4.000001e0 2.478906e-3 2.478906e-3
-6.666681e-1 -4.000001e0 4.652583e-3 4.652583e-3
-3.3333511e-1 -4.000001e0 8.108522e-3 8.108522e-3
-2.12e-6 -4.000001e0 1.312482e-2 1.312482e-2
3.3333089e-1 -4.000001e0 1.972185e-2 1.972185e-2
6.6666388e-1 -4.000001e0 2.752861e-2 2.752861e-2
9.9999687e-1 -4.000001e0 3.567395e-2 3.567395e-2
